path,type,name,signature,language,intent,category,domain,imports
tests/test_intent.py,method,TestIntentAnalyzer.test_extract_keywords,(self),python,Test keyword extraction from queries.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_calculate_intent_confidence,(self),python,Test intent confidence calculation.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_module,"(self,sample_project_model)",python,Test target identification for modules.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_function,"(self,sample_project_model)",python,Test target identification for functions.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_class,"(self,sample_project_model)",python,Test target identification for classes.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_identify_target_project,"(self,sample_project_model)",python,Test target identification for project-level queries.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_description,(self),python,Test description generation for intents.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_refactor,(self),python,Test suggestion generation for refactor intent.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_analyze,(self),python,Test suggestion generation for analyze intent.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_generate_suggestions_optimize,(self),python,Test suggestion generation for optimize intent.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_refactor,"(self,sample_project_model)",python,Test intent analysis for refactoring.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_analyze,"(self,sample_project_model)",python,Test intent analysis for analysis.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_optimize,"(self,sample_project_model)",python,Test intent analysis for optimization.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_multiple,"(self,sample_project_model)",python,Test intent analysis with multiple possible intents.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_analyze_intent_sorting,"(self,sample_project_model)",python,Test that intents are sorted by confidence.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_long_module,(self),python,Test code smell detection for long modules.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_complex_function,(self),python,Test code smell detection for complex functions.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_large_class,(self),python,Test code smell detection for large classes.,other,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_detect_code_smells_too_many_imports,(self),python,Test code smell detection for too many imports.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_module,"(self,sample_project_model)",python,Test refactoring suggestions for modules.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_class,"(self,sample_project_model)",python,Test refactoring suggestions for classes.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_refactoring_function,"(self,sample_project_model)",python,Test refactoring suggestions for functions.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_module,"(self,sample_project_model)",python,Test finding target object for module.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_function,"(self,sample_project_model)",python,Test finding target object for function.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_class,"(self,sample_project_model)",python,Test finding target object for class.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_find_target_object_not_found,"(self,sample_project_model)",python,Test finding non-existent target object.,read,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_module_refactoring,(self),python,Test module-specific refactoring suggestions.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_class_refactoring,(self),python,Test class-specific refactoring suggestions.,transform,test,pytest
tests/test_intent.py,method,TestIntentAnalyzer.test_suggest_function_refactoring,(self),python,Test function-specific refactoring suggestions.,transform,test,pytest
tests/test_analyzer.py,class,TestProjectAnalyzer,(),python,,other,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init,"(self,temp_project_dir)",python,Test ProjectAnalyzer initialization.,lifecycle,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_init_with_config,"(self,temp_project_dir)",python,Test ProjectAnalyzer initialization with config.,lifecycle,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files,"(self,sample_project)",python,Test source file discovery.,validate,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files_filters_non_source,"(self,temp_project_dir)",python,Test that non-source files are filtered out.,validate,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_discover_source_files_ignores_common_dirs,"(self,temp_project_dir)",python,Test that common directories are ignored.,validate,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_tree_sitter_success,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test successful parsing with Tree-sitter.,transform,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_fallback_success,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test fallback parsing when Tree-sitter fails.,transform,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_parse_file_both_fail,"(self,mock_fallback,mock_tree_sitter,sample_project)",python,Test when both parsers fail.,transform,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_extract_metadata,"(self,sample_project)",python,Test metadata extraction.,other,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_complete,"(self,mock_similarity,mock_dependency,sample_project)",python,Test complete analysis process.,other,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analyze_without_files,"(self,temp_project_dir)",python,Test analysis with no source files.,other,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_generate_output,"(self,mock_generator_class,sample_project_model)",python,Test output generation.,other,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_generate_output_without_analysis,"(self,sample_project_model)",python,Test output generation without prior analysis.,validate,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_read_project_file_error,"(self,temp_project_dir)",python,Test error handling in _read_project_file.,read,test,pytest
tests/test_analyzer.py,method,TestProjectAnalyzer.test_analysis_with_config,"(self,sample_project)",python,Test analysis with custom configuration.,validate,test,pytest
